Text,Location/Date,Stars,Word Count
"Great product to play music, hear Amazon notification, and ask general questions.","Reviewed in the United States on December 18, 2024",4.0 out of 5 stars,12
Products exactly as advertised would purchase from seller(s) again in the future.,"Reviewed in the United States on December 18, 2024",5.0 out of 5 stars,12
Love it!!!,"Reviewed in the United States on December 18, 2024",5.0 out of 5 stars,2
"I have 2 other echo dots, the older ones, which work GREAT.  This one, I have to actually repeat EVERY command, every time. When it is playing, it sounds great.  This machine has to be restarted at least once a week to work.  It is close to WIFI, so it should work fine.  Very disappointed in this Echo Dot.  Maybe I received a defective machine?  Or maybe the older ones are better.","Reviewed in the United States on December 18, 2024",2.0 out of 5 stars,72
The sound quality is excellent and set up was very easy. Appreciate being able to give command and get the response right away.,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,23
Small but loud. I really wish they left the clock feature I would really have liked that model. But this works great mainly for it because I need a secondary temperature sensor for my Amazon thermostat. Well made feels durable. And speaker sounds good if it had the clock I would give it 5 stars especially on sale.,"Reviewed in the United States on December 17, 2024",4.0 out of 5 stars,58
I bought this for my best friend. She is truly in love with it and now we can communicate through alexa anytime we want to speak to each other.,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,29
"Love this Echo.  Had an earlier one, and just couldn't get along with it.  The sound is very clear and understandable, and it immediately hooked up with my modem.  Like the round shape, and think that has a lot to do with the clearness of the product.  So easy to go through a lot of the features.  Took but a minute to get news, weather, music and set alarm.  Would heartily recommend this.","Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,73
This was delivered over night and was super simple to install.,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,11
MI HIJA PEQUEÑA ESTA FASCINADA,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,5
"Well made, functions as expected, good quality.","Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,7
"It seems like a good item, but even though there is a “switch” for turning off its “listening” capabilities, if a device can be hacked, and this one can be hacked, the switch is not fool-proof.  And because we bought it with Amazon courtesy credits due to a series of botched deliveries, we can’t get the purchase value refunded.  We never even opened the box. Got it for a senior who is uncomfortable with eavesdropping. I’m sure it is a good item for people who are not concerned about that though.","Reviewed in the United States on December 17, 2024",1.0 out of 5 stars,91
Me encanta. Llegó en buen estado y es buen material. Yo compré dos y amo los resultados,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,17
"Alexa has made life a little easier to manage our home and fun for the kids to enjoy. You have the ability to create routines for household. Made waking up my children easier. Sound quality is greats and kids love it. Great values, easy to install.","Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,46
"i’ve been trying to change the music settings to disable Amazon music so that it won’t play Amazon music anymore. It will only play my Spotify, but apparently Amazon does not let you change the settings around. If you research it it will tell you you can that Amazon has changed the settings to the point where you have to leave Amazon music on your echo dot there’s nothing you can do about it and even if you change your music preferences to Spotify, it still will use Amazon music which makes absolutely no damn sense. up until now I actually liked it, but they say you can ask the Alexa to do things in the settings and apparently you can’t do any of that because if you ask Alexa to do anything in the settings, she just opened settings for you and doesn’t explain or take you to any of the stuff you’re asking her to. maybe if they make it so you can take the Amazon music off the echo dot a easier, ill like it more but its slowly starting to aggravate me like there terrible basic light bulbs……","Reviewed in the United States on December 17, 2024",2.0 out of 5 stars,192
Not good looked like it was returned and re sent to new customer.  Have have two at home never had a problem. Wanted new on for living room. Before Christmas,"Reviewed in the United States on December 17, 2024",1.0 out of 5 stars,30
"The Amazon Echo Dot is the perfect addition to any home, combining a compact design with impressive sound quality and Alexa’s endless capabilities. Whether it’s for music, smart home control, or quick voice commands, this little speaker delivers big results.The sound is surprisingly vibrant and clear for such a small speaker. The bass is punchy, vocals are crisp, and it easily fills a bedroom, dining room, or small living space. It’s perfect for streaming playlists, podcasts, or even ambient sounds for relaxation.Alexa works flawlessly with this device. From controlling my smart lights and thermostat to setting timers, alarms, and reminders, the Echo Dot has quickly become part of my daily routine. It’s also great for quick weather updates, news, and fun trivia with Alexa’s skills.The sleek, modern design fits beautifully in any room. It’s compact enough to sit on a nightstand, kitchen counter, or shelf without taking up much space. The built-in LED display on some models is a bonus for showing the time or alarms.It seamlessly connects to other smart home devices, making it a hub for my smart lights, plugs, and speakers. Multi-room audio is a game-changer when paired with other Echo devices – I can play music throughout the house with a simple voice command.","Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,208
We love it. We have it in our kitchen. I have the echo 5 in our living room.,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,18
I like it i hope help me so much,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,9
Touch screen,"Reviewed in the United States on December 17, 2024",4.0 out of 5 stars,2
One of my main reasons for buying echo devices was to stream radio stations I couldn’t get over the air. It worked great for months until recently when suddenly the stations cut in and out repeatedly. All radio stations. Unusable. Very frustrating with no fix in sight from the tech gurus from Amazon. Would not buy again unless problem is fixed!,"Reviewed in the United States on December 17, 2024",2.0 out of 5 stars,61
I bought a Marshall Emberton II Bluetooth Speaker but unfortunately this echo dot can’t find the device and won’t connect.,"Reviewed in the United States on December 17, 2024",1.0 out of 5 stars,20
"For the price, the new Echo Dot is unbeatable. It’s small, powerful, and seamlessly integrates into my smart home setup. Whether you’re upgrading an older model or buying your first smart speaker, I highly recommend it!","Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,36
I wonder how I got through my life before getting the echo dot and Alexa! It was so easy to set up before I even got it it was ready to just plug and play right out of the box. Alexa doesn’t do what I always ask/tehh her to do but most of the time she responds quickly and clearly,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,60
,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,0
I love that I can have my favorite music anytime. Still learning so not sure how far Alexa and I will go.,"Reviewed in the United States on December 17, 2024",4.0 out of 5 stars,22
Tal y como se ve perfecto muy bonito y efectivo,"Reviewed in the United States on December 17, 2024",5.0 out of 5 stars,10
Set it on a small table in the dining area mainly for music; works great,"Reviewed in the United States on December 16, 2024",5.0 out of 5 stars,15
Love it,"Reviewed in the United States on December 16, 2024",5.0 out of 5 stars,2
Product came as should with no damage to box. Works as should.,"Reviewed in the United States on December 16, 2024",4.0 out of 5 stars,12
MARAVILLOSA PONGO TODAS MIS MUSICAS,"Reviewed in the United States on December 16, 2024",5.0 out of 5 stars,5
"I gave 4 stars only because it doesn't display the time like the generation 4 does that is disappointing, it's suppose to be a better sound quality but I don't know because I didn't buy it to listen to music. It was on black Friday special so was less money still would have been nice to look at time and see it also it was bought for a guest room. Still it works well when you speak to it.","Reviewed in the United States on December 16, 2024",4.0 out of 5 stars,79
"I don't get what all the hype is for this thing.  My 10 yo bought the Echo with his own money and it's a pile of junk.  We can only get Pandora to work.  Every account I link goes to the ""Family"" profile so I can't even get the skill to work for myself let alone a childs profile.  I suspect if I paid the annual subscription for Amazon Kids+ it would work seamlessly.  I just refuse to subscribe when there is tons of free content...alexa just doesnt work with other streaming services like it claims.I am probably going to have to create my 10yo his OWN amazon account so that I can setup the Alexa app for his account rather than trying to give him skills as a child profile on my account.  This completely defeats the purpose of child profiles.  Do your research: look at the ratings on the amazon skills.  Most of them are 2 stars.","Reviewed in the United States on December 16, 2024",1.0 out of 5 stars,159
I got a Echo dot as a gift from a company. It does not connect to internet. I tried to connect to Amazon help team. They could not solve the problem. The answer from them is just to trash it as it is not bought from amazon website. How can Amazon manufacture and say they will only support if it is bought from amazon.com. It was crazy experience and definitely not expected at all from Amazon. I had to give 1 rating if there was a chance i would have given less than that for product not working and service not helping,"Reviewed in the United States on December 16, 2024",1.0 out of 5 stars,102
Excelente producto,"Reviewed in the United States on December 16, 2024",5.0 out of 5 stars,2
No funciona no reproduce musica en realidad me párese que es tirar el dinero,"Reviewed in the United States on December 16, 2024",1.0 out of 5 stars,14
"Kind of a useless toy for nerds.  I used it for a week or so, but could never see how it would help my day.  It's nice tech - but you're exposed to listening/hacks by these companies.  I could accomplish the same thing by typing (privately) on phone rather than saying it out loud ...  So junk after a month ....","Reviewed in the United States on December 16, 2024",2.0 out of 5 stars,61
"Excelente, todo mundo debe tener una en cada","Reviewed in the United States on December 16, 2024",5.0 out of 5 stars,8
"Amazon must be living on a planet where updating a device leads to loss of features. Why else would this version no longer have a line out to connect to a decent sound system? I don't care how mighty their speaker is -- it cannot compare to what audiophiles prefer.So when my Spot died, I had to chose between a similar form-factor with half the screen, no facetime-like features and no Line-out, this device without a screen, of a Echo show that also has lost its line out.No wonder the Amazon Spot devices sell on EBay at double the price -- used!","Reviewed in the United States on December 16, 2024",1.0 out of 5 stars,102
Spend the extra money and buy the full sized one. Not impressed at all.,"Reviewed in the United States on December 16, 2024",1.0 out of 5 stars,14
Ridiculous to put a white cord on a black device. Wondering if they do this so you’ll purchase a black one??,"Reviewed in the United States on December 16, 2024",1.0 out of 5 stars,21
Keep the volume just I wanted it the little dot was gone,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,12
Excelente producto y facil de configurar recomendado,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,7
Extremely useful in the home.,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,5
Works great,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,2
comodo,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,1
Very nice Alexa. Easy to use,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,6
Sound was better than I expected,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,6
"Sounds great, looks cool and she has inside info on everything!","Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,11
It’s really nice to finally have one. Now all I gotta do is just scream at it! Haha,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,18
It's certainly the best small alexa I heard !,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,9
I needed a remote tempature sensor for one of my thermostats and the fit the bill perfectly and works great.,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,20
Grciasss,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,1
"Love all Amazon echo products, have them in several rooms. Great resource for information. Bought three for relatives this Christmas.","Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,20
todo ok,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,2
Happy with purchase good value,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,5
I love the product,"Reviewed in the United States on December 15, 2024",4.0 out of 5 stars,4
If you don’t have Amazon prime or smart IOT devices in the homeThis device is just a talking Tom,"Reviewed in the United States on December 15, 2024",2.0 out of 5 stars,19
It doesn’t connect to my WiFi,"Reviewed in the United States on December 15, 2024",1.0 out of 5 stars,6
"Me encantó, hace su trabajo y el sonido es nítido y excelente relación calidad -precio","Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,15
"Just not that great. I traded my old Echo Dots (small pucks) for this and 2 Echo Pops.So here we go....It comes with it's own LARGE WHITE plug almost 3 inches big. No more USB which makes it difficult to place- I have USB outlets to save space.The Dot itself is big and awkward. It doesn't fit into places easily. Older Dots could be mounted on the wall, under cabinets, and on the sides of a nightstand and still operate. These larger Dots just take up space and don't hide well, especially with the bright white cord and fat plug.It lights up the same as all Alexa stuff. Nothing new or fantastic.It seems to mis-hear a lot. More than older Dots.I can't go over Sound Quality because I only use this Echo Dot for light control and rarely Spotify. Since I moved houses it's just a voice controlled light switch. I used my older Echo Dots for motion sensors, lights, alarms door locks, sequences before moving.If you are looking to ""upgrade"" I'd just hold onto older Dots.It's not a status symbol to show off an Echo Dot. I don't want it sitting out on my counters, shelves, nightstands etc.","Reviewed in the United States on December 15, 2024",2.0 out of 5 stars,199
"I bought the Echo Dot hoping it would make a decent white noise machine and I was deeply mistaken. I on random occasions can get the Dot to play 'rain sounds' properly but most of the time I was met with a long monologue informing me I could pay a fee for white noise if I wished. Any effort to decline the subscription or try to get the Dot to just play the free version of white noise was met with silence.I tried to research how to fix the issue and most people online said to request 'Sleep Sounds'. My Dot recognized this command and would even say 'playing sleep sounds now' but nothing would play. Also, in the instances where I was able to get rain sounds to play it doesn't loop, it will abruptly stop without you asking and you'll have to pull teeth in order to get the white noise back.I don't have other Amazon home products so I wanted this for the white noise and the alarm clock. So, right now it's just a glorified alarm clock.","Reviewed in the United States on December 15, 2024",1.0 out of 5 stars,181
Love it,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,2
Love it the audio quality is greatShe understands Caribbean accent wellI just love it,"Reviewed in the United States on December 15, 2024",5.0 out of 5 stars,14
Works ok,"Reviewed in the United States on December 15, 2024",3.0 out of 5 stars,2
Great sound quality. It even turns my Livingroom light on.,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,10
It doesn’t work,"Reviewed in the United States on December 14, 2024",1.0 out of 5 stars,3
"and the price was good.  Received that smart bulb with the Dot, but haven't used it.","Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,16
"I use it at my bedside for an alarm clock , weather forecast for the day and for sleep sounds.","Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,20
The sound is great 👍. Set up was easy. Using it is super easy. Love it.,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,16
I think it’s great.,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,4
Es muy linda y el audio súper bien,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,8
"I somehow ruined my Echo 3rd Edition version while turning my power off and on doing some recepticle replacements. Since this was my bedroom one that I use pretty much daily, I wanted to replace it. Couldn't buy a NEW 3rd version at this point, so went with the 5th version instead. Somewhat larger being that it's round instead of a hockey puck size like the old one, but not a problem really. Works well except that it seems to take a few seconds longer to react to voice commands than the old one. Not sure if that's the device itself, or some setting in the Amazon Alexa app. That's my only ""gripe"" about it. Otherwise works like the old one.","Reviewed in the United States on December 14, 2024",4.0 out of 5 stars,121
Mejor de lo que pense,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,5
Still trying to figure it out,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,6
i like.,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,2
"I actually preferred the old style, taller Echos I've previously added but this one is fine. I do think it also lacks the volume the old style had but again, for the price, it's fine","Reviewed in the United States on December 14, 2024",4.0 out of 5 stars,35
"I spent 2 nights trying different things to connect it to wifi and it wouldn’t. I followed all set up suggestions and turned off the device and my router multiple times and nothing worked. Other people are having the same problem too. I’m just going to keep my old one because I’ve never had an issue with it, just wanted more features.","Reviewed in the United States on December 14, 2024",1.0 out of 5 stars,62
For music in my living room!,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,6
"Alexa is great,, but can’t get it to turn TV off ,,still working on that","Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,15
We have these all over the house. Love them mine turns on my rumba and TV for me,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,18
"Honestamente, compro Alexa por primera vez. Por fin la tengo y ¡guau! ¡La apariencia y los sonidos son increíbles! Alexa es la mejor opción para mantenerte al día con lo que pasa, la hora, las alarmas, las recetas de comida y la música. ¡El sonido es fabuloso! Es un sonido de calidad real y llega a todas las habitaciones por su tamaño. También puede oírte en otras habitaciones si le pides algo.","Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,72
Is good,"Reviewed in the United States on December 14, 2024",5.0 out of 5 stars,2
