Text,Location/Date,Stars,Word Count
I like the product but pkgs were open when delivered,"Reviewed in the United States on November 7, 2024",3.0 out of 5 stars,10
I’ve bought this is mac n cheese multiple times and it’s been fine. The last 2 orders I’ve received the boxes were either opened and the noodles were smashed. And this last order the taste is horrible. It smells like dog food or burnt cheese. And the taste is just gross. I’ve already thrown away 2 boxes because Amazon won’t return food items and they will only refund a food item once. Which is ridiculous. So now I’ve gotten 3 bad boxes of mac n cheese and just out that money with no replacements. Very very disappointed recently with Amazon and the food delivery and products.,"Reviewed in the United States on November 6, 2024",1.0 out of 5 stars,106
The only thing that i did not realize when I was ordering this was that these are packets of easymac and not the sort that come in the microwavable cup. Tastes great tho!,"Reviewed in the United States on November 6, 2024",5.0 out of 5 stars,33
"This is a handy way to keep a lot of the single portion instant Mac in a smaller space. This worked well for my dorm time when getting food would be a pain. This worked really well paired with a pouch of tuna for some extra protein. When I got the box though, there was powder and a few burst packets making a mess everywhere. There was enough servings that losing a few wasn't too bad but I was vacuuming up that white whatever that's in there to cook the noodles from my carpet any time I made a meal.","Reviewed in the United States on November 4, 2024",4.0 out of 5 stars,100
"Great, cheap, prepper product. They're practically givin' it away!","Reviewed in the United States on November 4, 2024",5.0 out of 5 stars,9
"I love this purchase. Similar to the cups you can buy at the grocery store, but cheaper and creates less waste. Perfect for a college dorm or for those with little kids. So simple to make and tastes great.","Reviewed in the United States on November 3, 2024",5.0 out of 5 stars,39
Perfect for my kids!,"Reviewed in the United States on November 3, 2024",5.0 out of 5 stars,4
Taste great and creamy love this sooo much,"Reviewed in the United States on November 2, 2024",5.0 out of 5 stars,8
"Good value and same amount as ones that come in microwave cups but way more, just pick up the microwave bowl 😀","Reviewed in the United States on November 1, 2024",5.0 out of 5 stars,22
Satisfied cheesiest!,"Reviewed in the United States on November 1, 2024",5.0 out of 5 stars,2
"...But they made a mess of my microwave when I cooked them.  Finally found a bigger cup to cook them in and put them on a paper plate, too.  When done with cooking they do taste good. Plus you get so many in the shipment. Sometimes I finely dice up a little ham in the cooking process to make it a more filling meal. If kids are fixing this be careful because they come out HOT!","Reviewed in the United States on October 31, 2024",4.0 out of 5 stars,76
"Will definitely get again, fills you up when you pair it will something else. Good amount and not bad for the price.","Reviewed in the United States on October 31, 2024",5.0 out of 5 stars,22
"This us not as good as the original box version, but if you're looking for a quick option or great value this is perfect. Very kid friendly option.","Reviewed in the United States on October 29, 2024",4.0 out of 5 stars,28
Just regular mac and cheese,"Reviewed in the United States on October 28, 2024",5.0 out of 5 stars,5
Delicious,"Reviewed in the United States on October 27, 2024",5.0 out of 5 stars,1
Can't go wrong with Mac and Cheese,"Reviewed in the United States on October 27, 2024",5.0 out of 5 stars,7
Easy for a child to make on microwave,"Reviewed in the United States on October 25, 2024",5.0 out of 5 stars,8
"What's not to like? Kraft Mac and Cheese, I have bowls, nuke it and great side dish for one!","Reviewed in the United States on October 25, 2024",5.0 out of 5 stars,19
Tasted great too thick for me so I added a little milk,"Reviewed in the United States on October 25, 2024",5.0 out of 5 stars,12
Only received 16. Product description says 18 pack.,"Reviewed in the United States on October 25, 2024",1.0 out of 5 stars,8
Great buy for the price!!,"Reviewed in the United States on October 24, 2024",5.0 out of 5 stars,5
I like cups better but this is easy also and good for when in a hurry,"Reviewed in the United States on October 24, 2024",5.0 out of 5 stars,16
"If your family likes Mac and cheese and you need to make dinner, this is a great side dish. It takes 3.5 minutes to cook after you add water. Add the cheese packet, stir, and you are good to go! Feeds 3-4 kids and 2 adults.","Reviewed in the United States on October 22, 2024",5.0 out of 5 stars,46
Followed the directions .5 times I've tried.Every time turns into a mushy starchy pile of crap.Something is wrong.,"Reviewed in the United States on October 22, 2024",1.0 out of 5 stars,18
Everything,"Reviewed in the United States on October 22, 2024",5.0 out of 5 stars,1
was even able to sell them to other kids for profit,"Reviewed in the United States on October 21, 2024",5.0 out of 5 stars,11
surprisingly good,"Reviewed in the United States on October 21, 2024",5.0 out of 5 stars,2
"Great deal,  very very easy to make and when mixed with some chili  its even better and makes a very tasty meal.","Reviewed in the United States on October 21, 2024",5.0 out of 5 stars,22
It's convenient! My 6yrs and 2yrs old enjoy eating Mac and cheese and  it's the right sharing size. Easy to cook which avoids long waiting time,"Reviewed in the United States on October 19, 2024",5.0 out of 5 stars,26
Like it,"Reviewed in the United States on October 18, 2024",5.0 out of 5 stars,2
"These mac and cheese packets are very good, the only thing I would say is that they have less flavor then the box so make sure to add some cheese to it after you have cooked.","Reviewed in the United States on October 17, 2024",5.0 out of 5 stars,36
Easy to use. Quick lunches. Same flavor.,"Reviewed in the United States on October 17, 2024",5.0 out of 5 stars,7
ElEmpaque poco práctico viene en bolsas no en cajitas no me gustó para nada lean la caja antes de comprarlo porque en el empaque especifica que viene en bolsitas,"Reviewed in the United States on October 17, 2024",2.0 out of 5 stars,29
This is a classic and somehow always taste better than the easy Mac cups.,"Reviewed in the United States on October 17, 2024",5.0 out of 5 stars,14
Product is good but the packing was well pick speaks for itself,"Reviewed in the United States on October 16, 2024",3.0 out of 5 stars,12
Most of the packages in the box were not sealed. Macaroni spilled all over.,"Reviewed in the United States on October 16, 2024",2.0 out of 5 stars,14
"They changed the art on this product to sell more of these, they are not the boxes that go into boili g water but the cups with a mistery powder in them that takes several of the for a meal.  Which isn't cost effective.","Reviewed in the United States on October 14, 2024",1.0 out of 5 stars,44
Item delivered to me on 13 Oct 2024 having a  use by date of 23 MAY 2024. Almost 6 months passed the use by date and it’s definitely UNSAFE for kids. Being  a non returnable item and I am throwing it away.,"Reviewed in the United States on October 13, 2024",1.0 out of 5 stars,42
"They're easy to make and how much my kids love mac n cheese makes these a pantry necessity. I'm always busy so when my tweens come home from a long day of ""school starvation"" :P and so they say. These are perfect as a side dish or just an overall main dish.","Reviewed in the United States on October 13, 2024",5.0 out of 5 stars,52
These are terrible.if you use the water quantity and microwave time on the package you end up with something your dog would not eat.,"Reviewed in the United States on October 13, 2024",1.0 out of 5 stars,24
Only way I like buying single serve,"Reviewed in the United States on October 12, 2024",5.0 out of 5 stars,7
Good texture and thick pasta . Very tasty,"Reviewed in the United States on October 11, 2024",4.0 out of 5 stars,8
My kids love this Mac and Cheese. It's good that they have this packet options because it's way a lot cheaper!,"Reviewed in the United States on October 11, 2024",5.0 out of 5 stars,21
Lazy man's food that can be paired with most things. Virtually any sauce or canned meat or veggie may be added.I have yet to try adding anything to just the pasta.It is like the legendary Ramen recipes compiled for the internet.,"Reviewed in the United States on October 11, 2024",5.0 out of 5 stars,41
That that these were boxes not individually packed portions and it doesn't work that well in microwave,"Reviewed in the United States on October 11, 2024",2.0 out of 5 stars,17
damaged goods,"Reviewed in the United States on October 9, 2024",1.0 out of 5 stars,2
"These are not the cup ones.These are the ones where you have to provide your own cup or bowl , but they taste pretty good","Reviewed in the United States on October 8, 2024",4.0 out of 5 stars,25
No bowls. Very disappointing,"Reviewed in the United States on October 7, 2024",3.0 out of 5 stars,4
"I absolutely love these. I have a condition called gastroparesis that causes my stomach to slowly paralyze itself and this is what I call "" safe food "" and I always love it but this one was HORRIBLE tastes almost as much f it had been dusty. Tastes very old and noodles get very slimy and mushy and it's never like that ( normally) so watch out","Reviewed in the United States on October 6, 2024",2.0 out of 5 stars,67
As expected,"Reviewed in the United States on October 6, 2024",4.0 out of 5 stars,2
My son loves these! He loves cheese in general and the serving size of this is perfect for an afterschool snack. Easy to make he does it all on his own with no help from me. Subscription from Amazon makes it no fuss ordering at a great price.,"Reviewed in the United States on October 3, 2024",5.0 out of 5 stars,48
Bad stuff. Use it as mouse bait in your barn.. don't eat it!,"Reviewed in the United States on October 2, 2024",1.0 out of 5 stars,13
Good for when your low on food.,"Reviewed in the United States on October 2, 2024",5.0 out of 5 stars,7
It's  great keeping the kids settling down and enjoying a bowl of Mac n cheese 🧀 😋,"Reviewed in the United States on October 2, 2024",5.0 out of 5 stars,17
