Text,Location/Date,Stars,Word Count
I got them for my grandson for when he comes home from school he loves mac and cheese I need to order some more to good price for three boxes,"Reviewed in the United States on May 26, 2024",5.0 out of 5 stars,30
"The lead is that with this baby - the ""DELUXE"" edition - Kraft has officially brought back the gooey cheese that used to come in a can.  Now it comes in a foil packet.  It's squishy, already pre-mixed and is NOT the ""standard"" Kraft cheese powder that comes in other boxes.This means more convenience, less waste and none of that ""congealed"" powder that doesn't quite dissolve with the macaroni!  The same beautiful taste I remember!  This is a BIGGER deal than most realize.  Thank you!","Reviewed in the United States on May 25, 2024",5.0 out of 5 stars,85
It's excellent it's fresh no complaints,"Reviewed in the United States on May 4, 2024",5.0 out of 5 stars,6
Good boxed Mac and cheese at a great price. Will buy again.,"Reviewed in the United States on May 1, 2024",5.0 out of 5 stars,12
This product is nothing like what you buy in stores. The noodles are oddly smaller and they become extremely slimy when boiled. Complete waste of money.,"Reviewed in the United States on April 19, 2024",1.0 out of 5 stars,26
Nice quantity for one person meal,"Reviewed in the United States on April 17, 2024",4.0 out of 5 stars,6
Tastes decent enough. Would recommend tossing in a few chunks of some nice sharp/aged cheddar as well as a cup and a half of peas or some other veggies. The cheddar to add a bit more flavor and veggies to cut the richness of the packet cheese. Not as great as the Cracker Barrel mac and cheese or some of the other brands but gets the jobs done.,"Reviewed in the United States on April 14, 2024",4.0 out of 5 stars,68
"I buy this product frequently. I would suggest buying at a physical store, however, because mine shipped in a poly bag via US Mail.I opened the bag upon arrival and macaroni pieces and powdered macaroni came out of the poly mailing bag. The boxes of macaroni were open at the corners due to being crushed.I will continue to purchase the product as it makes a good side dish at dinner, but won't order the product online anymore.","Reviewed in the United States on April 8, 2024",3.0 out of 5 stars,77
"Short, half size noodles combined with a packet of mush velvita type cheese sauce equals not worth the $. Go elsewhere. Sorry I wasted my $ on this","Reviewed in the United States on April 1, 2024",1.0 out of 5 stars,28
"This 3 pack of Kraft Mac&Cheese Deluxe was a great find at an amazing price. Locally even with coupons you cant come close to the sale price offered here at time of purchase. Boxes came in great shape, plenty of shelf life, and better still: cheap.","Reviewed in the United States on March 30, 2024",5.0 out of 5 stars,46
Velveeta is my favorite but these are good also,"Reviewed in the United States on March 28, 2024",4.0 out of 5 stars,9
This is so delicious. I want more.,"Reviewed in the United States on March 27, 2024",5.0 out of 5 stars,7
"Snagged a sale so I ordered this to try, it’s soooo good! We add diced ham or crumbled bacon to it for a meal.  Or rotisserie chicken 🍗 and mac…. So easy and tasty!","Reviewed in the United States on March 20, 2024",5.0 out of 5 stars,34
Best price was find here. Fresh and very cheesy,"Reviewed in the United States on March 19, 2024",5.0 out of 5 stars,9
Boxes all smashed and opened and damaged. Do not recommend,"Reviewed in the United States on March 18, 2024",1.0 out of 5 stars,10
"Possibly I was drunk, mac & cheese has gotten expensive. Remember like 4 years ago when they cost half this? Pretty good though as a treat for dinner.","Reviewed in the United States on March 15, 2024",5.0 out of 5 stars,28
"My kid who loves Mac and Cheese ate it ok, but the rest of us weren’t impressed. Won’t buy again.","Reviewed in the United States on March 10, 2024",2.0 out of 5 stars,20
Really good my favorite Mac and cheese.,"Reviewed in the United States on March 1, 2024",5.0 out of 5 stars,7
Love it,"Reviewed in the United States on February 24, 2024",5.0 out of 5 stars,2
"I was shocked at the small amount of macaroni in the package. I usually add my veggies to Annie’s Mac and cheese and have a nice size bowl and 4 other servings. With Kraft Mack and cheese, I tripled the amount of veggies and still didn’t have much left food. So you will not get enough to feed a family of four without other dishes. The taste is excellent. I personally would find it too strong without my added vegetables.","Reviewed in the United States on February 19, 2024",3.0 out of 5 stars,80
Super fast shipping,"Reviewed in the United States on February 15, 2024",5.0 out of 5 stars,3
More expensive in store so love getting this three pack to have on hand for three kids.,"Reviewed in the United States on February 15, 2024",5.0 out of 5 stars,17
Flavor is best,"Reviewed in the United States on February 8, 2024",5.0 out of 5 stars,3
"Been eating this since I was a kid, but as a kid it was a rare treat because the 10 for $1.00 dry mix you had to add milk and margarine to won out most nights.  I eat this and enjoy every bit.  Put leftovers in fridge and if too dry next day add some ketchup to it and it’s a great leftover.","Reviewed in the United States on February 2, 2024",5.0 out of 5 stars,63
"This is manufactured by Kraft, so, what do I need to say? It's the same as the Kraft I can buy in the store except it seems to be a little cheaper. Tastes good, is easy to make, and sometimes I add a microwave steam bag of vegetables to it to make it a bit healthier.","Reviewed in the United States on January 30, 2024",5.0 out of 5 stars,56
"This is excellent Mac & Cheese.  Just boil water, drain and mix in the readymade cheese sauce.  I love boxed Mac and Cheese, but don’t like having to add the milk, butter and powder.  Although, with the Rapid Mac Cooker, it’s fast to make.  Kraft Deluxe doesn’t do well in the Rapid Mac Cooker.  So I now boil the water on the stove.  The box says to boil the macaroni for 11 to 12 minutes.  I always taste-test pasta as it cooks.  It only takes about 8.5 to 9 minutes.  It comes out slightly al dente, but I like that way better than having the macaroni overcooked and mushy.  Of course, that’s up to each individual.  If you like the pasta a lot more tender, then I’d estimate 10 to 12 minutes.  Any way you like it, it’s excellent Mac & Cheese and very easy and fast to make.  The sauce mixes in much more easily than the powder does.  Just buy some and ENJOY!  The price is much better at the warehouse clubs.","Reviewed in the United States on January 29, 2024",5.0 out of 5 stars,174
Who doesn’t love mac & cheese I’ve ordered many times,"Reviewed in the United States on December 24, 2023",5.0 out of 5 stars,10
Love this brand always delicious with multiple meal types,"Reviewed in the United States on December 19, 2023",5.0 out of 5 stars,9
Like to have these for lazy days,"Reviewed in the United States on December 6, 2023",5.0 out of 5 stars,7
This makes it so easy to just buy this off of Amazon instead of having to run out to the store all the time. We eat this on a regular basis and for the cost it's just easier to order online.,"Reviewed in the United States on November 26, 2023",5.0 out of 5 stars,41
the original kraft has better flavor .this was extremely salty.,"Reviewed in the United States on November 6, 2023",2.0 out of 5 stars,10
Great comfort food,"Reviewed in the United States on November 5, 2023",5.0 out of 5 stars,3
The regular mac and cheese from Kraft isn't the same that I grew up with at all.This Deluxe version... YES. Tastes the same if not better.,"Reviewed in the United States on November 4, 2023",5.0 out of 5 stars,26
I always keep Kraft Deluxe Mac & Cheese on hand for when I am in the mood for comfort food or need a quick side dish. It's a reliable standby.,"Reviewed in the United States on October 9, 2023",5.0 out of 5 stars,30
"While texture of the noodles are better (thicker and more chewy) than the regular blue box, I could not get over the saltiness of the cheese sauce. I added a third cup of sour cream to try to tone it down, but I won't buy this again.","Reviewed in the United States on October 5, 2023",2.0 out of 5 stars,47
Packaging was great came a day early! Love it,"Reviewed in the United States on September 16, 2023",5.0 out of 5 stars,9
Like to have these boxes of mac and cheese on hand when you need a quick meal and don't have milk and butter on hand. These have the cheese packets included and you just squeeze it onto the the noodles and have a yummy meal.,"Reviewed in the United States on August 22, 2023",5.0 out of 5 stars,45
Good value for the money spent!,"Reviewed in the United States on August 14, 2023",5.0 out of 5 stars,6
i will try velveeta cheese sauce next time....,"Reviewed in the United States on August 13, 2023",1.0 out of 5 stars,8
My family love Mac and cheese,"Reviewed in the United States on July 30, 2023",5.0 out of 5 stars,6
I always buy this mac and cheese because it's good. The only thing is make sure you check the expiration date when you receive it and cook it quickly. The last few I bought gave me only 2 months to use them.,"Reviewed in the United States on July 15, 2023",4.0 out of 5 stars,42
I hate that I love these because they are not healthy at all therefore I make sure they are not regularly in the house.,"Reviewed in the United States on May 21, 2023",5.0 out of 5 stars,24
Cheesier the better,"Reviewed in the United States on May 13, 2023",5.0 out of 5 stars,3
comfort food,"Reviewed in the United States on April 27, 2023",5.0 out of 5 stars,2
This is the best box Mac & Cheese on the Market. I always top it off with some shredded cheddar cheese which gives it a killer bite.,"Reviewed in the United States on April 27, 2023",5.0 out of 5 stars,27
My favorite Mac and cheese. Creamy and delicious. I love this one and Velveeta shells.,"Reviewed in the United States on April 2, 2023",5.0 out of 5 stars,15
My family loved it but some said it had a salty flavor but I did not add salt,"Reviewed in the United States on January 12, 2023",5.0 out of 5 stars,18
Great packaging for the products🫶🏽 And great prices,"Reviewed in the United States on January 9, 2023",5.0 out of 5 stars,8
Came the way it would when bought in store,"Reviewed in the United States on December 10, 2022",5.0 out of 5 stars,9
I LIKE KRAFT MACARONI AND CHEESETHANK YOU,"Reviewed in the United States on November 4, 2022",5.0 out of 5 stars,7
The cheese mix does not taste good. I would not recommend.,"Reviewed in the United States on October 30, 2022",2.0 out of 5 stars,11
The Macaroni was qhat it needed to be. I was happy that there was a good expiration date!,"Reviewed in the United States on September 17, 2022",5.0 out of 5 stars,18
My kids love these so I buy them in multiples as I did with this order definitely cheaper here than I stores,"Reviewed in the United States on August 28, 2022",5.0 out of 5 stars,22
Heart warming mac and cheese its scrumptious would have you feeling fulfilled after eating,"Reviewed in the United States on August 19, 2022",5.0 out of 5 stars,14
This will feed 2 people max - 1 with a bit leftover if you're really hungry.,"Reviewed in the United States on August 16, 2022",5.0 out of 5 stars,16
The boxes remained intact.,"Reviewed in the United States on July 30, 2022",5.0 out of 5 stars,4
Have always bought a d never let down,"Reviewed in the United States on July 27, 2022",5.0 out of 5 stars,8
Keep extras in the cupboard,"Reviewed in the United States on July 23, 2022",5.0 out of 5 stars,5
Yummy for the tummy.,"Reviewed in the United States on July 17, 2022",5.0 out of 5 stars,4
"Convenient, creamy and delicious for boxed mac & cheese.","Reviewed in the United States on July 7, 2022",5.0 out of 5 stars,9
Was what my daughter needed for school.  Worked Good,"Reviewed in the United States on July 5, 2022",5.0 out of 5 stars,9
It is well worth the money. It is the original thing.,"Reviewed in the United States on June 16, 2022",5.0 out of 5 stars,11
Delicious product & good value,"Reviewed in the United States on May 14, 2022",5.0 out of 5 stars,5
