Text,Location/Date,Stars,Word Count
Not feeding this crap to my dog,"Reviewed in the United States on November 9, 2024",1.0 out of 5 stars,7
Most treats in bag were molded.  I tried to use return feature in app and it will not let me.  The second picture is how they should look.,"Reviewed in the United States on November 8, 2024",1.0 out of 5 stars,28
very much.,"Reviewed in the United States on November 7, 2024",5.0 out of 5 stars,2
My dog LOVES these!  Stayed fresh from start to finish.  No digestion issues.,"Reviewed in the United States on November 5, 2024",5.0 out of 5 stars,13
"My dogs go crazy for this treat, can’t believe as they are picky and these were my best dogs favorite","Reviewed in the United States on November 1, 2024",5.0 out of 5 stars,20
Wow! Couldn’t believe my dog’s reaction to this dog treat. She will eat anything but completely rejected this treat! We threw it out!!,"Reviewed in the United States on November 1, 2024",1.0 out of 5 stars,23
They are soft but not too soft. My toothless Chinese Crested has to have hers broken up but the Pit and Chireally love them. They are a nice bedtime treat.,"Reviewed in the United States on October 26, 2024",4.0 out of 5 stars,30
getting too expensive,"Reviewed in the United States on October 23, 2024",1.0 out of 5 stars,3
These can be broke and bent by hand into smaller pieces if needed.,"Reviewed in the United States on October 22, 2024",5.0 out of 5 stars,13
Had been getting this for a while and dogs loved it until this last bag and it was moldy.  It was thrown out immediately and won't be ordering again.,"Reviewed in the United States on October 22, 2024",1.0 out of 5 stars,29
My dog Papillion will do just about anything for these treats,"Reviewed in the United States on October 20, 2024",5.0 out of 5 stars,11
I am a delivery driver. I purchase these often from Amazon to hand out to all my 4 legged furriends on my route. I switch it up and this is one treat that NEVER GETS TURNED DOWN. Even the picky ones seem to like. Smells so good sometimes I'm tempted to take a bite 🫦 😋 😅.  Some where between moist and dry. You can break into pieces to stretch them out. Not crumbly in the bag. Hope this helps,"Reviewed in the United States on October 19, 2024",5.0 out of 5 stars,80
"They really like them, they still like other things more!","Reviewed in the United States on October 18, 2024",5.0 out of 5 stars,10
Our English Shepard loves these treats over everything else we have tried.The squares are easy to break into quarters if you have a gobbler. Will definitely order again.,"Reviewed in the United States on October 18, 2024",5.0 out of 5 stars,28
"I opened this the same day I received it and it’s STALE.  Product being spoiled was not in the drop downs. It’s listed as not eligible for refund. My dog has liked these in the past, but I won’t reorder.","Reviewed in the United States on October 18, 2024",1.0 out of 5 stars,40
My pup is very picky and loves these treats!,"Reviewed in the United States on October 12, 2024",5.0 out of 5 stars,9
"They are large squares, so I give my chiweenie half of one in the morning and the other half at night. He loves them.  I love that he loves them, and they don't smell bad when you open the package.  I've gotten some from other brands that I will never buy again even though they are touted as healthy.  This is one dog treat that I've added to my ""good"" list :)","Reviewed in the United States on October 10, 2024",5.0 out of 5 stars,72
"My dog goes crazy over these! I do have to break them up because they are too big for him, he's only 9lbs. Fast shipping,dog love them, so I will keep buying them.","Reviewed in the United States on October 6, 2024",5.0 out of 5 stars,33
My three dogs absolutely love these treats!,"Reviewed in the United States on October 6, 2024",5.0 out of 5 stars,7
"I have 3 large dogs, and although these aren't giant, they're the perfect size for a quick treat. all three of the dogs love them, and they were very fresh when they arrived. I'll be getting more in the future.","Reviewed in the United States on October 4, 2024",5.0 out of 5 stars,40
"My older dachshund loves these. They are a good, qualityproduct. I highly recommend these. They can be snapped in 1/2 as well for smaller dogs.","Reviewed in the United States on October 2, 2024",5.0 out of 5 stars,25
Some snacks my dog obviously doesn’t get excited about but these she really loves!,"Reviewed in the United States on September 30, 2024",5.0 out of 5 stars,14
"New puppy new needs, true to size actually thought they be smaller, but they are pretty big and he loves chewing these and seems pretty easy to chew and not too easy either. Took him a good while to break it down.","Reviewed in the United States on September 30, 2024",5.0 out of 5 stars,42
"My four very fussy, booshie, picky little divas all love this treat. I can’t believe it. The vet offered it and to my complete shock/surprise my little guy ate it and looked around for more. 5 Stars","Reviewed in the United States on September 29, 2024",5.0 out of 5 stars,37
My dogs won't eat chalky cheap treats they both want these treats great item,"Reviewed in the United States on September 29, 2024",5.0 out of 5 stars,14
After I gave my dog one of these. He begs for more. I even laid out two of his other favorite treats and he chose the waffle bites over the jerky. They smell good too.,"Reviewed in the United States on September 27, 2024",5.0 out of 5 stars,35
My dog is as picky as a cat but he loves these treats.,"Reviewed in the United States on September 23, 2024",5.0 out of 5 stars,13
Thank you,"Reviewed in the United States on September 21, 2024",5.0 out of 5 stars,2
My dog loves theses there all natural and made in the US but since I started buying them about a year ago price went up to almost doubled the price now but my dog loves them and thete good for her,"Reviewed in the United States on September 19, 2024",5.0 out of 5 stars,41
So do my cats... can we have a cat sized version of these?,"Reviewed in the United States on September 18, 2024",5.0 out of 5 stars,13
"My dog loves the chews. My Cavalier is a picky eater and always smells his food before eating. If it doesn't smell good, he won't eat it. He smelled this treat once and went wild. He loves them and would eat them all day if I let him. Thankfully, they help with his training and he now does tricks he wouldn't do before, simply because he loves his waffles.","Reviewed in the United States on September 16, 2024",5.0 out of 5 stars,69
"I’ve had these on subscription for 3 years now and have never noticed a quality issue. One thing I have noticed is that when I open a new bag and compare a fresh treat with one that is from last month’s shipment, the color is very different. The new treats are always darker. I believe this is likely due to a difference in freshness and not a difference in manufacturing lot quality.","Reviewed in the United States on September 15, 2024",5.0 out of 5 stars,72
Dogs luv luv luv them!,"Reviewed in the United States on September 14, 2024",5.0 out of 5 stars,5
"My pup is VERY picky, but she really likes these treats. They are chewy and easy to break into smaller pieces. What’s really nice is that you can go on a monthly plan and get them delivered to your house too!","Reviewed in the United States on September 14, 2024",5.0 out of 5 stars,41
"Unfortunately, these treats came hard and stale.  I ended up returning them.  They are also really big pieces so if you have a smaller dog, you would have to cut them up.","Reviewed in the United States on September 12, 2024",1.0 out of 5 stars,32
These are absolutely awful.  My dogs couldnt chew them and almost choked on them.  The one that was able to eat it ended up throwing it up!,"Reviewed in the United States on September 11, 2024",1.0 out of 5 stars,27
"My dog never chokes, and he did on these. It was really scary.","Reviewed in the United States on September 10, 2024",1.0 out of 5 stars,13
My dogs like them small but a nice treat.,"Reviewed in the United States on September 10, 2024",5.0 out of 5 stars,9
Easy to break apart,"Reviewed in the United States on September 9, 2024",5.0 out of 5 stars,4
"My GSD is very picky, but he LOVES these!!!","Reviewed in the United States on September 6, 2024",5.0 out of 5 stars,9
My dog loves these and I try to find the best nutritional treats for her,"Reviewed in the United States on September 6, 2024",5.0 out of 5 stars,15
Wish they are not so expensive,"Reviewed in the United States on September 5, 2024",5.0 out of 5 stars,6
"Doggies loved them. We were trying out some new treats, and these were fresh and went over well. Good price, too! Doggies said they recommend them for your dog(s).","Reviewed in the United States on September 5, 2024",5.0 out of 5 stars,29
not to sure this work as well as phellps tummy tamers for an upset tummy but he does like them as a treat,"Reviewed in the United States on September 4, 2024",5.0 out of 5 stars,23
"Dog gets these for treats when she comes from doing her business. If you forget, she waits for them at the door.","Reviewed in the United States on September 2, 2024",5.0 out of 5 stars,22
My dog loves these. They smell so good.,"Reviewed in the United States on September 2, 2024",5.0 out of 5 stars,8
My fur baby enjoys these treats.  They smell like syrup and look like a baby waffle.  They come in a resealable bag and are very easy to break in half.They come in different sizes which is a good value for your money.  They are soft enough for a small dog to chew.,"Reviewed in the United States on August 31, 2024",5.0 out of 5 stars,52
"Wag Waffle Bites would be a tasty, wholesome treat if it weren't for the titanium dioxide. ""For color""??? The European Food Safety Authority has banned titanium dioxide as a food additive due to genotoxicity which may lead to carcinogenic effects. Titanium dioxide is fine for house paint, but I don't use titanium dioxide containing sun block because it's absorbed through the skin; and I'm certainly not going to feed it to my dog! And why would any canine desire a tasteless, white, opaque pigment in his food and why would any human wish to feed his/her loving companion a genotoxic, carcinogenic substance?","Reviewed in the United States on August 31, 2024",1.0 out of 5 stars,102
My dogs love these treats. Pretty small bag for $9 so I’ll buy at Costco instead!,"Reviewed in the United States on August 29, 2024",5.0 out of 5 stars,16
My girls love all the Wag products but the Waffles are their favorite!,"Reviewed in the United States on August 29, 2024",5.0 out of 5 stars,13
"This is my second purchase of these traits. I immediately noticed that they were bright orange almost red. Our dog has been sick, and so this was the only thing we added to His diet. So I looked these up and then looked at the reviews, and apparently titanium dioxide is no longer approved to be put in dog treats any place but the US. And the reviews are horrible so beware also it’s not returnable so there’s that. One star cause you can’t do zero","Reviewed in the United States on August 25, 2024",1.0 out of 5 stars,86
My Min Pin had 3 teeth removed and needed a softer treat.  She loves these wafers.  Easier to chew than the chicken jerky.,"Reviewed in the United States on August 25, 2024",5.0 out of 5 stars,23
"If our dogs are playing games with us and won't come when it's time to go out, all we have to say is ""Chicken and Waffles"" and they immediately come. These are very easily broken into small pieces and are great treats for our small Bichons! They are also great for trick training, etc. We have these on Subscribe and Save so we never run out. They are their favorites by far!!!","Reviewed in the United States on August 25, 2024",5.0 out of 5 stars,72
These used to be great. Now hard and misshaped. Pieces come out in poop undigested. Guess the “durability” is good. Third time I’m trying to submit this—it keeps throwing me out.,"Reviewed in the United States on August 24, 2024",1.0 out of 5 stars,31
"These Chicken Waffle treats are a favorite of our dogs!  They are soft and flexible, and seem like something special.  🙂","Reviewed in the United States on August 22, 2024",5.0 out of 5 stars,21
"My pal had hard time chewing them , shorty is small ,too soft","Reviewed in the United States on August 22, 2024",3.0 out of 5 stars,13
Bought these before and my dog loved them. This package they are all too hard. My dog only has a few teeth.,"Reviewed in the United States on August 19, 2024",3.0 out of 5 stars,22
My dog loved these and he’s very picky!!!,"Reviewed in the United States on August 13, 2024",5.0 out of 5 stars,8
These are definitely our staffy girls favorite treat right now. She goes bug eyed and can barely contain herself when these come out. Definitely will repurchase!,"Reviewed in the United States on August 12, 2024",5.0 out of 5 stars,26
"I have a husky who is a treat snob, however, he LOVES THESE. The size is perfect, they are just soft enough that he won't turn away from them. We recieve 2 bags monthly, a great value for the price. They are always fresh (as far as I can tell) according to Valentine. When I rip the seal and he smells them, he will run from the other room to get one. If I can't get him to come inside all I have to do is ask him if he wants a waffle and in he runs. I think he would disown me if you ever stopped making these.","Reviewed in the United States on August 11, 2024",5.0 out of 5 stars,109
Dog treat,"Reviewed in the United States on August 11, 2024",5.0 out of 5 stars,2
My dog is very picky about his food and will only eat certain kinds and brands. I decided to try this for him and he loved it! Will continue to buy.,"Reviewed in the United States on August 11, 2024",5.0 out of 5 stars,31
All 3 of my dogs are were very happy with these. They are also very soft which is great for my one that chokes on many things. Will definitely buy again.,"Reviewed in the United States on August 11, 2024",5.0 out of 5 stars,31
Dog always has to have two.,"Reviewed in the United States on August 9, 2024",5.0 out of 5 stars,6
This snack for my dogs is called chicken and waffles.  The first time I gave t to them they didn't care for it.  We gave it to them the other night and they loved them.  I also take them over to my daughter's house and give her dogs some.,"Reviewed in the United States on August 9, 2024",5.0 out of 5 stars,49
My dog didn't seem to care for these. They looked like they would be good and something she would eat. She would take them from me and they would still be on the floor when I got home from work. I didn't try them so I can't speak for myself!,"Reviewed in the United States on August 8, 2024",3.0 out of 5 stars,50
"Very tasty to our dog, who loves to work on training when they are is reward. I break each one into several smaller pieces, so our dog will not overdo in calories.","Reviewed in the United States on August 8, 2024",5.0 out of 5 stars,32
Our cava Poo goes crazy for these waffles. SHe gets one after dinner every day.,"Reviewed in the United States on August 7, 2024",5.0 out of 5 stars,15
"Titanium dioxide can be harmful to dogs if ingested, and it's commonly found in pet food, treats, and supplements. In 2021, the European Food Safety Authority (EFSA) announced that titanium dioxide is no longer considered safe as a food additive for animals, including pets. The EFSA's Panel on Additives and Products or Substances used in Animal Feed (FEEDAP) concluded that titanium dioxide can accumulate in the body and may cause genetic toxicity, especially in long-lived or reproductive animals. The panel also couldn't rule out concerns about genotoxicity, which is a substance's ability to damage DNA.","Reviewed in the United States on August 7, 2024",1.0 out of 5 stars,95
I have bought just about everything out there and this gets a 👍.,"Reviewed in the United States on August 6, 2024",5.0 out of 5 stars,13
"I ordered these treats for my two dogs, an 11 year old and a 7 month old. They both love them. We use them as high value treats and we have to reorder at least once a month!","Reviewed in the United States on August 6, 2024",5.0 out of 5 stars,38
"The older version of this treat was alot easier to break apart, and didn't feel like rubber. The new stuff my dog still likes, but no where near as much as b4.","Reviewed in the United States on August 6, 2024",2.0 out of 5 stars,32
"They smell great and, according to the two experts, they must taste great too!","Reviewed in the United States on August 3, 2024",5.0 out of 5 stars,14
My dog is super picky and doesn’t like most treats. But I’ve discovered he loves these. I’ve already bought a couple bags. And since he loved it so much I decided to buy some of their other products too.,"Reviewed in the United States on August 3, 2024",5.0 out of 5 stars,39
Wag is the only brand that makes treats and kibble without corn or peas. Those are 2 of my dogs allergins. He loves these threats!!,"Reviewed in the United States on August 1, 2024",5.0 out of 5 stars,25
My 16 year old Shih Tzu loves these. They're soft and easy for her to chew.,"Reviewed in the United States on July 31, 2024",5.0 out of 5 stars,16
My dog is very picky when it comes to snacks and she LOVES these. Just like humans with chips one is just not enough. Great value! Will definitely put on subscribe and save.,"Reviewed in the United States on July 29, 2024",5.0 out of 5 stars,33
My dog loved them.,"Reviewed in the United States on July 29, 2024",5.0 out of 5 stars,4
"My Yorkie and Havanese are crazy for these.  I especially like that they are easy to tear in half, or even smaller pieces for training. They are always fresh and soft.","Reviewed in the United States on July 28, 2024",5.0 out of 5 stars,31
