Text,Location/Date,Stars,Word Count
"I bought this Kid's Crest toothpaste to donate to children who are less fortunate and need basic hygiene/ personal care items. So, I can't speak for this particular product. I have used other Crest oral care products and they are consistently good. Yes, I would recommend this product.","Reviewed in the United States on October 18, 2024",4.0 out of 5 stars,48
Not harsh on the kids it gets the job done great taste. Color is blue,"Reviewed in the United States on October 18, 2024",5.0 out of 5 stars,15
Did an amazing job,"Reviewed in the United States on October 11, 2024",5.0 out of 5 stars,4
super valuable deal for the price highly recommend,"Reviewed in the United States on October 10, 2024",4.0 out of 5 stars,8
"Doesn't spread easily, tends to stay in clumps.","Reviewed in the United States on October 8, 2024",4.0 out of 5 stars,8
I can't do mint toothpastes and this cinnamon variety is a (virtual) life-saver. There are very few flavors left that don't have mint in there somewhere. I appreciate that this is still out there even if it is for kids.,"Reviewed in the United States on October 7, 2024",5.0 out of 5 stars,40
Has been using it for almost 3 years. Fantastic toothpaste.,"Reviewed in the United States on September 29, 2024",5.0 out of 5 stars,10
My 6years daughter adore it!!!,"Reviewed in the United States on September 25, 2024",5.0 out of 5 stars,5
Keeps my son teeth healthy and clean,"Reviewed in the United States on September 22, 2024",5.0 out of 5 stars,7
"Getting my kids to brush their teeth is a challenge. Ever since I started using this Crest toothpaste, they've been more cooperative. They love the flavor, and the sparkling vibrant color is fun for them.","Reviewed in the United States on September 21, 2024",5.0 out of 5 stars,35
Son loves this flavor and gets excited about brushing his teeth! Thanks,"Reviewed in the United States on September 20, 2024",5.0 out of 5 stars,12
"My daughter loves this toothpaste. She really likes the taste and color of it. It’s good quality toothpaste, a big tube, and a bang for your buck. Cleans the teeth as needed and keeps breath fresh. Love how bubbly it is also! Easy for the kids to use alone.","Reviewed in the United States on September 20, 2024",5.0 out of 5 stars,49
My kids prefer the strawberry flavor over the sparkle one... and it's hard to get the strawberry flavor in stores.,"Reviewed in the United States on September 15, 2024",5.0 out of 5 stars,20
My mistake! I ordered for myself & teen kids.Non of us like it because it's sweet.  Toothpaste should never be sweet!!,"Reviewed in the United States on September 14, 2024",1.0 out of 5 stars,21
"Most of the kiddie toothpaste my son has tried does NOT seem to actually clean the teeth/ freshen the breath all that well.This Kid’s Crest paste is definitely an exception!While it is still a “bubbly” and kiddie flavor, It actually freshens the breath and keeps my kids teeth clean.The two pack is an awesome value as well, He will have paste for most likely a year!Cant beat the value and the quality.Truthfully, I have even used this paste myself a few times and it was just as effective as if I used my Crest Adult paste!Very happy with this purchase!!","Reviewed in the United States on September 13, 2024",5.0 out of 5 stars,100
"The toothpaste has a beautiful color that my child really liked, but unfortunately, they found the taste a bit too strong. This is their first time trying a toothpaste with a minty flavor, and they weren’t a fan—it was “a little spicy” for them. It might be good for kids who are already used to mint, but it wasn’t a hit for us.","Reviewed in the United States on September 11, 2024",3.0 out of 5 stars,63
My children love this toothpaste.,"Reviewed in the United States on September 7, 2024",5.0 out of 5 stars,5
Es la que siempre uso con mis niños y hasta hora les va excelente,"Reviewed in the United States on September 4, 2024",5.0 out of 5 stars,14
My kids love this toothpaste! I love the ease of click and ship!,"Reviewed in the United States on September 4, 2024",5.0 out of 5 stars,13
Now here's value for your money.,"Reviewed in the United States on September 3, 2024",5.0 out of 5 stars,6
Texture cleanliness ease of use performance my daughter loves it,"Reviewed in the United States on September 2, 2024",5.0 out of 5 stars,10
Excelente para tus niños,"Reviewed in the United States on August 25, 2024",4.0 out of 5 stars,4
This toothpaste tastes great and is good value for money.,"Reviewed in the United States on August 23, 2024",4.0 out of 5 stars,10
Good deal. Kids like it.,"Reviewed in the United States on August 19, 2024",5.0 out of 5 stars,5
This toothpaste is wonderful stuff.  Has all the necessary ingredients as well as an appealing flavor.,"Reviewed in the United States on August 16, 2024",5.0 out of 5 stars,16
Great value,"Reviewed in the United States on August 14, 2024",5.0 out of 5 stars,2
My son loves it,"Reviewed in the United States on August 12, 2024",4.0 out of 5 stars,4
My little one loved it. Good size and quality is good. Kids friendly. Fit in budget. Highly recommend it.,"Reviewed in the United States on August 9, 2024",5.0 out of 5 stars,19
great product from amazon,"Reviewed in the United States on August 5, 2024",5.0 out of 5 stars,4
Highly recommend this toothpaste for kids. Good on  their  teeth. And definitely cannot beat the price for three.,"Reviewed in the United States on July 31, 2024",5.0 out of 5 stars,18
Very nice toothpaste for kids. Nice packaging. Cleans teeth nicely!!,"Reviewed in the United States on July 29, 2024",5.0 out of 5 stars,10
Nothing special,"Reviewed in the United States on July 27, 2024",3.0 out of 5 stars,2
A mi hija le gusta,"Reviewed in the United States on July 24, 2024",5.0 out of 5 stars,5
Our 3 year old love the taste of this toothpaste!,"Reviewed in the United States on July 24, 2024",5.0 out of 5 stars,10
My kids love this flavor- great deal.,"Reviewed in the United States on July 10, 2024",4.0 out of 5 stars,7
"We are very satisfied with the product. However, we later found that the price was not competitive as compared other retailers. I would cross check the prices next time I purchase items.","Reviewed in the United States on June 30, 2024",5.0 out of 5 stars,32
Duradera,"Reviewed in the United States on June 25, 2024",5.0 out of 5 stars,1
"My kids' favorite toothpaste. They love the taste, I love the price. Doctor approved.","Reviewed in the United States on June 15, 2024",5.0 out of 5 stars,14
Sure the Crest Toothpaste matches the expectation for all the kids that’s the reason its their favorite,"Reviewed in the United States on June 15, 2024",4.0 out of 5 stars,17
My favorite tooth paste to use for my daughter.. it cleans her teeth so well!,"Reviewed in the United States on June 10, 2024",5.0 out of 5 stars,15
"My 11 year old son is picky when it comes to toothpaste. He enjoys this product's flavor and freshness. It comes in the perfect size for everyday or travel. His teeth appear whiter and clean. Overall, great performance for a non-sensitive kids' toothpaste.","Reviewed in the United States on June 9, 2024",5.0 out of 5 stars,43
My son loved this flavor. I'll definitely be repurchasing in the future. Big tube's as well.,"Reviewed in the United States on June 5, 2024",5.0 out of 5 stars,16
Always buy for my 5 year old son. Worth money for the pack. Quality great. Texture is good. Size is big and worth money. Easy to use,"Reviewed in the United States on June 2, 2024",5.0 out of 5 stars,27
"My kids like it’s flavor, kind of bubble gum and fresh.","Reviewed in the United States on May 30, 2024",5.0 out of 5 stars,11
"My son is almost 5 years old and he likes the toothpaste. He likes the taste and color!I have been using another big brand for the last couple of years( that his dentist reccommend) but his front two upper teeth were so dark… so I decided to switch to crest!  My son has been using it for less that a week and I see amazing result! The darkness/ coloring is gone! Teeth look clean, white, smells great! definately reccommend!","Reviewed in the United States on May 29, 2024",5.0 out of 5 stars,79
Hate the flavor but my kids like it,"Reviewed in the United States on May 28, 2024",1.0 out of 5 stars,8
"Bought on sale, cheaper than Walmart! My kids love it!","Reviewed in the United States on May 28, 2024",5.0 out of 5 stars,10
"My children adore anything that sparkles, and that includes this toothpaste. We’re big fans of the value pack.","Reviewed in the United States on May 26, 2024",5.0 out of 5 stars,18
Great value & product.,"Reviewed in the United States on May 26, 2024",5.0 out of 5 stars,4
Usually buy this,"Reviewed in the United States on May 25, 2024",5.0 out of 5 stars,3
using this brand for years,"Reviewed in the United States on May 19, 2024",5.0 out of 5 stars,5
My family loves this,"Reviewed in the United States on May 16, 2024",5.0 out of 5 stars,4
"We've been using this toothpaste brand for several years now, and it's the only one my picky children actually like! The flavor is great, which makes it easier to encourage them to brush their teeth regularly. Its cleaning power is impressive, and it effectively helps prevent cavities, making it a reliable choice for our family.  We've tried several brands over the years, but we always come back to this one. Highly recommended for families with kids!","Reviewed in the United States on May 16, 2024",5.0 out of 5 stars,76
"The mint flavor is too stimulating for children aged 3-4 years old and is not suitable for children😅😅😅 The blue paste is very popular with children, but the taste is too pungent. The children said it is ""spicy"".","Reviewed in the United States on May 14, 2024",3.0 out of 5 stars,38
"We have tried a few different flavors, but my kids just like this one before it has no mint - mint to kids is too strong smelling and feeling.","Reviewed in the United States on May 13, 2024",5.0 out of 5 stars,29
I buy this toothpaste for my son because he likes it. 3 for $4 is unbeatable!,"Reviewed in the United States on May 12, 2024",5.0 out of 5 stars,16
Excélente para los nińos,"Reviewed in the United States on May 12, 2024",5.0 out of 5 stars,4
"Great toothpaste.  Not harsh on the gums, and does not burn.","Reviewed in the United States on May 8, 2024",5.0 out of 5 stars,11
Great toothpaste!,"Reviewed in the United States on May 7, 2024",5.0 out of 5 stars,2
The only brand I've been using for my toddler.,"Reviewed in the United States on May 7, 2024",5.0 out of 5 stars,9
My son loves this toothpaste. Some toothpastes he complains that it’s too “spicy” but he does great with this kind and keeps his teeth looking great!,"Reviewed in the United States on May 6, 2024",5.0 out of 5 stars,26
"My younger brothers and sisters LOVE this! As it has that strawberry taste and color, a little sweet, shines your teeth really good! Easy to use for kids! Easy to open and squeeze !!🔥","Reviewed in the United States on April 29, 2024",5.0 out of 5 stars,34
"Only toothpaste my kids will use. They love the smell, the color and the taste. It makes their teeth feel and look clean. I have to help them with the lid and dispensing the gel but other than that they like it.","Reviewed in the United States on April 28, 2024",5.0 out of 5 stars,42
This is the one toothpaste my daughter will use. She loves the taste!,"Reviewed in the United States on April 24, 2024",5.0 out of 5 stars,13
my kiddo doesnt like minty toothpaste and this is perfect for him.,"Reviewed in the United States on April 19, 2024",5.0 out of 5 stars,12
"The media could not be loaded.I purchased the Crest Kid's Cavity Protection Toothpaste in Sparkle Fun for my toddler. The size is perfect for little hands, and the toothpaste is easy to use. It has a pleasant smell and taste that my child enjoys. The toothpaste leaves his teeth feeling clean without any issues of dryness or sensitivity. The fun color adds to the appeal for kids. Overall, it's a great toothpaste option for children, combining fun and effective cavity protection.","Reviewed in the United States on April 19, 2024",5.0 out of 5 stars,81
Ease of use and the size perfect,"Reviewed in the United States on April 17, 2024",3.0 out of 5 stars,7
"My kids love the flavor , its good quality from a trusted brand ,","Reviewed in the United States on April 12, 2024",5.0 out of 5 stars,14
My kids like the taste of this toothpaste,"Reviewed in the United States on April 10, 2024",5.0 out of 5 stars,8
"I purchased some other toothpastes and my lids didn’t liked the flavors, but these ones are great. I highly recommend it.","Reviewed in the United States on April 9, 2024",5.0 out of 5 stars,21
Cleaning my teeth.,"Reviewed in the United States on April 7, 2024",5.0 out of 5 stars,3
"Both my kids are finally at the age to brush their teeth, so I wanted a value pack so I never run out! This toothpaste is great! I always love anything crest, and my kids will even say mmm when they go to brush their teeth. This makes toddlers brushing their teeth so much easier, since they enjoy the taste!","Reviewed in the United States on April 3, 2024",5.0 out of 5 stars,60
"Always loved this magical sparkle toothpaste. Loved getting to use this stuff at a friends house growing up. THEN my kids got a tiny tube of it from the dentist. So, I treated them to it because how cool that TOOTHPASTE is a prize?!?! Good value, too. Win, win, win. -mother of 5 honest late night reviewer on husband’s account, at your service.","Reviewed in the United States on April 2, 2024",5.0 out of 5 stars,63
